id_sessao,data,autor,partido,uf,discurso
210,07/08/2019,RODRIGO MAIA,DEM,RJ,A lista de presença registra na Casa o comparecimento de 502 Senhoras Deputadas e Senhores Deputados. Está aberta a sessão. Sob a proteção de Deus e em nome do povo brasileiro iniciamos nossos trabalhos.
210,07/08/2019,RODRIGO MAIA,DEM,RJ,Fica dispensada a leitura da ata. (Não há expediente a ser lido.)
210,07/08/2019,RODRIGO MAIA,DEM,RJ,"Vamos manter o painel. Quando entrarmos no destaque, como a votação é nominal, eu vou dar a palavra para todo mundo, e assim vamos avançando nos trabalhos e respeitando o direito à palavra de cada um dos Deputados e das Deputadas."
210,07/08/2019,RODRIGO MAIA,DEM,RJ,"A lista de presença registra o comparecimento de 501 Senhoras Deputadas e Senhores Deputados. Passa-se à Ordem do Dia. Passa-se à apreciação da matéria sobre a mesa e da constante da Ordem do Dia. Item único. PROPOSTA DE EMENDA À CONSTITUIÇÃO Nº 6-G, DE 2019"
210,07/08/2019,PODER EXECUTIVO,N/A,N/A,"Continuação da votação, em segundo turno, da Proposta de Emenda à Constituição nº 6-F, de 2019, que modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências. Passa-se à continuação da votação. Sobre a mesa o Destaque nº 10: Senhor Presidente: Requeremos, nos termos do Artigo 161, inciso I e §2º, do Regimento Interno, destaque do art. 203 da Constituição Federal na redação dada pelo art. 1º da PEC 6/2019 (redação para 2º turno). Sala das Sessões, em 6 de agosto de 2019 Para falar a favor, tem a palavra o Deputado Rogério Correia. É isso?  (Pausa.) Tem a palavra o Deputado Enio Verri."
210,07/08/2019,ENIO VERRI,PT,PR,"Sr. Presidente, colegas Deputados e Deputadas, estamos aqui votando o segundo turno da famigerada reforma da Previdência. Este é um momento difícil, haja vista que ela já foi aprovada no primeiro e no segundo turno. Estamos discutindo agora a possibilidade de diminuir os impactos negativos sobre a vida da população mais pobre deste País. Outros colegas Parlamentares que me antecederam já deixaram claro o que representa esta reforma da Previdência na vida da população. Eu não ouço, dentre aqueles que defendem a reforma da Previdência, ninguém falar em procurar os sonegadores Š são 400 bilhões de reais Š, ninguém falar em se aprofundar numa maneira de cobrar tributos dos ricos. Está-se fazendo uma reforma às custas dos mais pobres. Isso já foi aprovado. V.Exas., que votaram de forma favorável a ela, assim a aprovaram. Entretanto, aqui nós temos pontos que ainda dá tempo de revermos e de reanalisarmos. Eu quero me prender, ao fazer a defesa deste destaque, nas palavras do eminente Relator da reforma da Previdência. Hoje, S.Exa. usou o seguinte termo:  Isto não é uma reforma de Governo, é uma reforma de Estado . O Estado existe para atender àqueles que mais precisam. O rico, a elite não precisa do Estado, pois tem a Previdência privada, tem escola privada, tem seu carro e não precisa de transporte coletivo. Então, que Estado é esse em que estamos fazendo essa reforma de Estado? O Estado brasileiro é um estado elitista. Esta reforma transforma o Estado brasileiro em ainda mais elitista, em ainda mais excludente. É a esta reforma de Estado que o Relator se refere quando fala dessa mudança? Eu ainda peguei uma outra informação dele, outras aspas que valem a pena dizer:  Esta reforma existe   para garantir ao inválido que não lhe falte um dia o pão de cada dia.  Nesta reforma   da Previdência, da forma que está, a única coisa certa é que vai faltar o pão de cada dia. Garante-se um salário mínimo para viúvas e pobres e se acha que isso é uma vitória, fala-se que isso é bom. Ora, nós estamos proibindo as pessoas de terem minimamente o pão de cada dia. Como se o salário mínimo fosse justo no Brasil e desse a uma pessoa o direito de ter uma vida digna, ganhando menos de mil reais por mês. Portanto, quando nós chegamos a este destaque, estamos nos referindo ao Benefício de Prestação Continuada Š BPC. O que nós queremos é exatamente suprimir desta PEC essa referência que ele faz Š olhem só isto Š, de que a PEC está constitucionalizando os critérios de acesso ao BPC. Primeira contradição: estão tirando tudo que é direito da Constituição e estão colocando o Benefício de Prestação Continuada. Ora, isso que está acontecendo é, no mínimo, um paradoxo. Por que estão colocando na Constituição o pagamento do BPC se estão tirando o resto? Segunda: como disse o Relator, e como disseram outros Parlamentares, se o BPC está a salvo, por que está aqui? Se está mantido o BPC, por que querem fazer isso aqui? É estranho. Porque, ao fazer dessa maneira, está-se proibindo as exceções. São milhares de pessoas, eu diria dezenas de milhares de pessoas, que podem perder o BPC só com isso daqui. Só em se manter da maneira como está... Nós temos que tirar, porque, ao manter, nós aumentamos a miséria e a injustiça. Por fim, segundo o cálculo do Governo, o custo de se manter como está, portanto tirando do projeto, é de 33 bilhões. Ou seja, se tirarmos isso do projeto, haverá um custo de 33 bilhões em 10 anos, 3 bilhões por ano. Esse é o valor que os Srs. Deputados irão receber para votar favoravelmente. Abram mão desse presentinho que os senhores e as senhoras estão ganhando, e, com isso, pagamos esse benefício para aqueles... (Desligamento automático do microfone.)"
210,07/08/2019,RODRIGO MAIA,DEM,RJ,Concedo a palavra ao Deputado Samuel Moreira.
210,07/08/2019,SAMUEL MOREIRA,PSDB,SP,"Sr. Presidente, Srs. Deputados e Sras. Deputadas, este destaque foi votado no primeiro turno. É um destaque apresentado pelo partido Cidadania, que o apresentou com as melhores das intenções. Depois, ao ser esclarecido quanto a realidade dos fatos, de como foi tratado o assunto do BPC, o próprio Cidadania veio à tribuna e orientou a votação para que não se aprovasse o destaque. É o mesmo destaque. Este destaque é o seguinte. Foi colocada na Constituição agora a regra, que já existe por lei, para estabelecer o critério de renda de um quarto de salário de renda familiar  per capita  para se ter direito ao BPC. Colocou-se isso na Constituição para que não houvesse mais judicialização do processo, o que vinha ocorrendo constantemente. E, ainda que houvesse um sentimento de que isso engessava o critério, nós resolvemos, na Comissão Š vejam, mais uma vez Š, corrigir esse processo. Ainda que houvesse critérios de vulnerabilidade social, nós incluímos isso para permitir que critérios de vulnerabilidade fossem considerados para que se aplicasse o BPC, para que se pudesse ter o Benefício de Prestação Continuada. Isso foi agregado. Se retirarmos isso, ficará completamente sem critérios. Se retirarmos, através deste destaque, esse artigo, retiraremos os critérios que estabelecem a vulnerabilidade e a introdução de uma pessoa com dificuldade ao BPC. Então, isso corrige o sistema. E isso foi feito por esta Casa, não foi pela PEC, não, mas por esta Casa. É uma questão de entendimento, isso melhora a qualidade do processo. E mais: isso foi introduzido a pedido de Deputados, a exemplo do Deputado Eduardo Barbosa. Foi citado aqui no primeiro turno que há projetos de lei já estabelecendo os critérios de vulnerabilidade. É preciso melhorá-los ainda, porque não basta só ter um quarto de salário mínimo de renda média. Às vezes, a pessoa tem, mas vive com critérios de vulnerabilidade, com falta de saneamento. Há vários critérios que o nosso Presidente vai colocar em votação. São os critérios que esta Casa vai discutir para ainda agregar a questão da vulnerabilidade e definir esse assunto, dar um basta, praticamente, a esse assunto, para que não se tenha mais judicialização. Nós estamos, portanto, melhorando a qualidade do processo do BPC. Retirar isso é piorar. Então, nós não podemos votar este destaque, e houve esse entendimento aqui, já no primeiro turno, por um destaque apresentado pelo Cidadania. Portanto, neste momento de destaque, nós precisamos estar muito atentos, porque há destaques que prejudicam o processo. Precisamos manter a nossa linha, porque esta reforma... Vejam quantas mudanças foram feitas por esta Casa! É verdade, sim, que a PEC enviada pelo Governo não garantia um salário mínimo, não garantia a pensão de um salário mínimo para quem não tivesse renda. Isso foi introduzido na Comissão. Foi garantido que, se a pessoa não tivesse renda, ela pudesse receber um salário mínimo de pensão, não entrasse na regra geral. Depois, ao vir para o plenário, por uma intervenção da bancada das mulheres e da bancada evangélica, foi-se garantindo mais do que isso, mais do que o que havia sido votado anteriormente. Foi garantido que, mesmo que a pessoa recebesse até um salário mínimo, ela iria receber um salário mínimo. Caso ela recebesse mais que um salário mínimo, ela não receberia, ela entraria na regra geral. Então, as coisas estão andando corretamente, até porque esse é um processo de muita discussão. Foram realizadas muitas audiências públicas, duas votações na Comissão, duas votações nesta Casa, do texto base, e votações desses destaques, que são repetitivos, que nós já votamos inclusive. Portanto, nós estamos aqui encaminhando a votação contra este destaque, porque é muito melhor que isso permaneça no texto. Se sair do texto, vai ser pior para aqueles mais pobres. Muito obrigado."
210,07/08/2019,RODRIGO MAIA,DEM,RJ,Concedo a palavra ao Deputado Glauber Braga.  (Pausa.) Concedo a palavra ao Deputado Zé Neto.
210,07/08/2019,ZÉ NETO,PT,BA,"Sr. Presidente, eu quero chamar a atenção para essa situação do BPC que está sendo tratada agora aqui na Casa. Será uma das maiores perversidades já vistas aqui nesta Casa e na norma brasileira. O que hoje se está tentando fazer aqui com muita habilidade? A norma ordinária diz que é um quarto da média salarial familiar, e nela há situações subjetivas. Com isso, as pessoas foram para a Justiça e conseguiram o seu BPC, conseguiram o seu rendimento previdenciário. O que querem agora aqui? Com jeitinho vão derrubar essa subjetividade, vão constitucionalizar o que não era constitucionalizado, já que na Justiça as pessoas têm ganhado o direito ao BPC. Vão fazer o quê? Vão dificultar, Sr. Presidente, às pessoas com mais de 65 anos e às pessoas com deficiência física grave o acesso ao BPC. E aí, as pessoas que ganham um salário mínimo... Gente, a perversidade é tão grande que o próprio Governo diz que vai ter uma economia Š economia! Š de 33 bilhões de reais. Vejam que economia! Vão tirar 33 bilhões de reais das pessoas que já vivem com muita dificuldade econômica e social e vão trazer esses 33 bilhões de reais para a conta do Governo Federal. Eu pergunto: onde é que esse dinheiro funciona mais? Na mão de quem tem BPC, direito que já está garantido na Justiça, ou na mão do Governo Federal, que até agora não disse, nem para a população nem para o empresário, qual vai ser o segundo tempo do jogo, depois que acabarem as duas reformas? De maneira contrária, o Ministro Paulo Guedes diz assim para os empresários:  Está aqui no meu bolso. Quando acabar tudo isso, eu vou dizer a vocês o que eu vou fazer . Não se fala em fomento. Não se fala em outra coisa, a não ser nas reformas, mas não acenaram até agora nem para o setor da indústria, nem para o setor do comércio, nem para a construção civil. Os trabalhadores, principalmente os mais pobres, vão pagar uma conta que não é deles, uma conta que vai tirar anualmente de dentro do mercado mais de 90 bilhões e que vai trazer aqui para cima, para o Governo Federal Š é mais Brasília, mas muito mais Brasília! E eu pergunto a toda hora, Sr. Presidente: onde é que esses 92 bilhões por ano fazem mais efeito? É na mão dos brasileiros e das brasileiras mais carentes? É na mão do comércio? É na mão dos serviços? É na mão da construção civil? É na mão de quem roda este País no dia a dia? É na mão desses ou é na mão do Governo Federal, que não tem nenhum planejamento de fomento, nem de desenvolvimento, nem de ação social? Sr. Presidente, eu encerro chamando a atenção para esta perversidade que é tão grande: eles tentam constitucionalizar uma regra, e, evidentemente, quem está na Justiça vai perder seu direito. Quem está lá com uma ação ordinária, que tem uma decisão de primeira ou segunda instância, vai perder seu direito porque não transitou em julgado. Perder direito? Tirar direito de quem? Quer dizer, constitucionaliza para tirar dos mais carentes; desconstitucionaliza, como vimos agora na reforma previdenciária, também para tirar dos mais carentes. É um jogo duplo. Não há nenhum sentido em essa norma ser constitucional. Trata-se de uma norma ordinária, e a Justiça tem dado ganho de causa, tem dado para aqueles mais carentes, que têm um doente em casa, que têm alguém com deficiência física, que têm mais de 65 anos o direito de ganhar em torno de um salário mínimo. Então, é isso, Sr. Presidente. Nós pedimos a supressão deste mecanismo que atinge de morte os mais carentes e aqueles que recebem o BPC."
