id_sessao,data,autor,partido,uf,discurso
207,06/08/2019,Rodrigo Maia,DEM,RJ,A lista de presença registra na Casa o comparecimento de 500 Senhoras Deputadas e Senhores Deputados. Está aberta a sessão. Sob a proteção de Deus e em nome do povo brasileiro iniciamos nossos trabalhos. O Sr. Secretário procederá à leitura da ata da sessão anterior.
207,06/08/2019,REINHOLD STEPHANES JUNIOR,NA,NA,"servindo como 2º Secretário, procede à leitura da ata da sessão antecedente, a qual é, sem observações, aprovada."
207,06/08/2019,Rodrigo Maia,DEM,RJ,A lista de presença registra o comparecimento de 276 Senhoras Deputadas e Senhores Deputados. Passa-se à Ordem do Dia.
207,06/08/2019,PODER EXECUTIVO,NA,NA,"Votação, em segundo turno, da Proposta de Emenda à Constituição n° 6, de 2019, que modifica o sistema de Previdência Social, estabelece regras de transição e disposições transitórias, e dá outras providências. Há requerimento de retirada de pauta sobre a mesa: Sr. Presidente, Requeiro, nos termos do inciso VI do art. 117 do Regimento Interno da Câmara dos Deputados, a retirada de pauta da Proposta de Emenda à Constituição nº 06, de 2019. Sala das Sessões, 06 de agosto de 2019. Deputado Aguinaldo Ribeiro Líder da Maioria Para falar contra, tem a palavra o Deputado Joseildo Ramos."
207,06/08/2019,JOSEILDO RAMOS,PT,BA,"Sr. Presidente, Sras. e Srs. Deputados, a Oposição cumprirá o seu papel. A Oposição não vai arredar o pé e vai tratar essa questão como deve ser tratada, porque o que está havendo aqui hoje é uma atitude de deslocamento brutal de renda dos mais pobres na direção dos rentistas. Imaginem se a propaganda que é feita em torno da nova Previdência, no seu conteúdo, demonstrasse claramente o rebaixamento de renda, a retirada de direitos. Imaginem a intranquilidade que haveria no curso dessa história, nessa trajetória terrível que nós estamos vivenciando nesta legislatura. Logo, logo, isso será cobrado nas ruas! Aquele que tinha uma expectativa líquida e certa ao longo da sua vida laboral, que contribuía para dar segurança à sua família, ficará, no momento de sua maior fragilidade, diante de uma retirada brutal de renda. É isso o que nós estamos construindo. Com esse rebaixamento de renda, virá também o rebaixamento dos níveis de consumo. Como a propaganda teima em dizer que isso ensejará mais emprego, mais oportunidade? É uma propaganda claramente mentirosa! Nós aqui estamos fazendo história pelo pior lado, porque todos nós aqui estamos dizendo para a sociedade o que estamos a representar com o nosso voto. Lá fora eles não ficarão muito tempo enganados. Muitos jovens políticos que estão trabalhando nessa perspectiva irão acelerar a compra dos pijamas, porque as pessoas lá não mais votarão em quem retirou direitos duramente conquistados pela sociedade trabalhadora deste País. Portanto, Sras. e Srs. Deputados, o credo que se alardeia de que essa composição do Parlamento brasileiro está fazendo o melhor para este País terá vida curta, porque as pessoas irão sentir no seu cotidiano que estão consumindo menos, as viúvas e os órfãos pagarão por aquilo que não devem, o trabalhador rural, inclusive, não terá a garantia expressa no texto constitucional em relação ao tempo de atividade no meio rural, principalmente os agricultores familiares. O que nós estamos construindo para a história contemporânea deste País é um dos mais perversos crimes contra a sociedade brasileira. Por isso, estamos aqui pedindo a retirada desta matéria, em favor das pessoas que estão querendo ter uma vida melhor exatamente no momento em que sua fragilidade chega. Nós estamos incorrendo num crime, numa atitude criminosa: primeiro, negando a verdade; segundo, retirando direitos de quem menos tem, num País tão desigual como o nosso. É para isso que nós estamos aqui? A hora da verdade chegará, porque lá nas ruas ficará difícil justificar esse voto contra os mais pobres em nosso País. É por isso que nós da Oposição não arredaremos o pé: seremos contra essa PEC."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Passa-se à orientação de bancada. Como vota o PSL?  (Pausa.) Como vota o Bloco do PP?  (Pausa.) Como vota o PL?  (Pausa.)
207,06/08/2019,DANIEL SILVEIRA,PSL,RJ,"Sr. Presidente, antes de orientar a bancada, eu gostaria de homenagear o Deputado Hugo Leal, que está no seu quarto mandato aqui na Câmara e é o autor de um projeto muito importante no Brasil, o projeto que originou a Lei Seca. Eu queria deixar meus parabéns, congratulá-lo e parabenizá-lo pelo excelente trabalho que vem realizando. O PSL vota não."
207,06/08/2019,HÉLIO COSTA,PRB,SC,"Sr. Presidente, o PRB vota não."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Vota não. Como vota o PSDB?
207,06/08/2019,EDUARDO CURY,PSDB,SP,"O PSDB vota não, Sr. Presidente."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o PL?
207,06/08/2019,MIGUEL LOMBARDI,PL,SP,"O PL vota não, Sr. Presidente."
207,06/08/2019,Rodrigo Maia,DEM,RJ,O PSDB e o PL votam não. Como vota o NOVO? (Pausa.) Como vota o Bloco do MDB?
207,06/08/2019,HILDO ROCHA,Bloco/MDB,MA,"O Bloco do MDB vota não, Sr. Presidente."
207,06/08/2019,Rodrigo Maia,DEM,RJ,O MDB vota não. Como vota o PSD?
207,06/08/2019,DOMINGOS NETO,PSD,CE,"O PSD vota não, Sr. Presidente."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o DEM?
207,06/08/2019,LUIS MIRANDA,DEM,DF,"O DEM vota não, Sr. Presidente."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o PT?
207,06/08/2019,ERIKA KOKAY,PT,DF,"O PT mantém a coerência em defesa dos direitos do povo brasileiro. Nós estamos aqui defendendo a aposentadoria do povo brasileiro. Nós estamos aqui defendendo o direito das viúvas e dos órfãos de terem pelo menos uma renda de um salário mínimo e de terem direito à dignidade humana. Nós estamos aqui defendendo que haja uma reforma, mas não esta, que arranca a aposentadoria do povo brasileiro, e sim uma reforma para resgatar o que foi doado às grandes petrolíferas Š 1 trilhão de reais em 20 anos Š, para que nós possamos taxar juros e dividendos, para que nós possamos fazer com que o povo brasileiro seja beneficiado com um processo e um sistema de proteção social na nossa Constituição. O PT não colocará a sua digital nesse crime contra o povo brasileiro. O PT obstrui esta votação."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o PSD? (Pausa.) Como vota o PSB? (Pausa.) Como vota o PDT? (Pausa.) Como vota o Solidariedade? (Pausa.) Como vota o Podemos? (Pausa.)
207,06/08/2019,GENECIAS NORONHA,SOLIDARIEDADE,CE,O Solidariedade vota não.
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o PDT?
207,06/08/2019,POMPEO DE MATTOS,PDT,RS,"Sr. Presidente, quero reafirmar o nosso compromisso com os trabalhadores do Regime Geral de Previdência Social, de uma maneira muito especial. Nós estamos fazendo, sim, nesta Casa, uma reforma da Previdência. Nós precisamos de remédio para a Previdência, mas essas doses que estão dando estão envenenando o trabalhador, vão matar as viúvas, vão matar os trabalhadores do Regime Geral de Previdência Social. Com essa questão do pedágio Š 100% de pedágio! Š, quem deve 3 anos paga 6; quem deve 4 paga 8; quem deve 5 paga 10 anos. As pessoas vão morrer trabalhando e não vão poder cumprir o tempo de aposentadoria. Nós temos lado, e estamos aqui exatamente do lado do trabalhador, que precisa que os seus direitos sejam preservados, e não destruídos com essa proposta. O PDT está em obstrução, Sr. Presidente."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o PSD?
207,06/08/2019,FÁBIO TRAD,PSD,MS,"Sr. Presidente, o PSD entende que este momento é mais do que maduro para que o Parlamento brasileiro possa, já em segundo turno, ultimar essa discussão. O Brasil precisa definir essa questão de forma cabal e peremptória. Daí por que não há mais razão para prosseguir, de forma intermitente e Š eu diria Š até casmurra, com essa discussão. Assim, Sr. Presidente, o PSD vota não."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o PSB?
207,06/08/2019,LÍDICE DA MATA,PSB,BA,"Sr. Presidente, o PSB está ao lado dos trabalhadores brasileiros mais pobres. O PSB não pode apoiar uma proposta que retira o abono ao qual metade dos trabalhadores pobres tinha direito. O PSB não pode apoiar uma proposta que retira direito das mulheres, dos professores, dos trabalhadores em geral deste País, que empobrece aqueles que são mais pobres. O PSB não pode concordar com essa reforma tão danosa aos brasileiros e brasileiras mais pobres. Por isso, o PSB continuará lutando e obstruindo, para que, no segundo turno, tenhamos mais tempo, tenhamos a esperança de que a consciência de alguns Deputados e Deputadas nesta Casa possa realmente... (Desligamento automático do microfone.)"
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o PSOL?
207,06/08/2019,EDMILSON RODRIGUES,PSOL,PA,"Sr. Presidente, apesar dos gritos do Deputado Alceu Moreira, se não tivesse havido o debate e se a Oposição não cumprisse o seu papel, teriam passado o rolo compressor e destruído integralmente o direito à aposentadoria. Conseguimos impedir grande parte da catástrofe. Por isso, é importante tirar o projeto de pauta e debater com a sociedade. Não tem maturidade nenhuma esse debate. Talvez o Sílvio Santos, o Edir Macedo, o SBT, a Record, o Ratinho, que ganha 3 milhões de reais ao mês Š um trabalhador levaria 250 anos para ganhar 3 milhões! Š, achem que o debate está maduro. Mas o povo necessita ter esclarecimento, porque não vai mais exercer o direito à aposentadoria. Então, suspendamos o debate!O PSOL está em obstrução."
207,06/08/2019,Rodrigo Maia,DEM,RJ,Como vota o Solidariedade? (Pausa.) Como vota o Podemos? (Pausa.) Como vota o PROS?
207,06/08/2019,TONINHO WANDSCHEER,PROS,PR,O PROS vota não.
207,06/08/2019,Rodrigo Maia,DEM,RJ,O PROS vota não. Como vota o PCdoB? (Pausa.) Como vota o PSC?
